CBG,x,y,color,TOWN,COUNTY,Bos_Neighborhood
250251402012,10.844056,2.9274886,#662506,Boston,Suffolk,Hyde Park
250251605012,-1.3301604,-5.9924607,#662506,Chelsea,Suffolk,
250173124002,-1.6855763,2.5057173,#fdb462,Lowell,Middlesex,
250173411023,-0.74104935,-3.815358,#fdb462,Malden,Middlesex,
250250101032,10.033663,-0.89669126,#662506,Boston,Suffolk,Fenway
250251707024,-2.3814118,-5.7271852,#662506,Revere,Suffolk,
250173251006,0.51286286,3.427919,#fdb462,,,
250173164005,-1.1350822,1.1274645,#fdb462,,,
250173504004,2.6340582,-2.8025866,#fdb462,Somerville,Middlesex,
250214002001,9.07267,-1.0103489,#7fc97f,Boston,Suffolk,Allston
250250201012,11.834937,-1.4879197,#662506,Boston,Suffolk,Back Bay
250092082001,-2.6452296,-3.6013584,#386cb0,,,
250250102033,10.357705,-0.6452223,#662506,Boston,Suffolk,Jamaica Plain
250173701011,5.264593,-0.37122276,#fdb462,Watertown,Middlesex,
250214228001,12.26296,7.59381,#7fc97f,Weymouth,Norfolk,
250250912003,12.630217,1.0421611,#662506,Boston,Suffolk,Dorchester
250173120002,-1.5870103,2.3569531,#fdb462,Lowell,Middlesex,
250250108021,11.442243,-1.293123,#662506,Boston,Suffolk,Back Bay
250173391001,1.1599447,-3.3942916,#fdb462,Medford,Middlesex,
250250901001,11.915193,1.2503346,#662506,Boston,Suffolk,Dorchester
250092511001,-7.689661,9.382981,#386cb0,Lawrence,Essex,
250250809002,10.670014,-0.07197261,#662506,Boston,Suffolk,Mission Hill
250092176004,-7.0973897,-0.923259,#386cb0,Beverly,Essex,
250235052001,12.489103,9.350748,#ef3b2c,,,
250173335011,-1.5348728,-0.47810864,#fdb462,Woburn,Middlesex,
250173131012,-0.5721495,3.0129147,#fdb462,,,
250173565005,0.3939978,-0.6315949,#fdb462,,,
250173393001,1.5386596,-3.1719098,#fdb462,Somerville,Middlesex,
250251401022,10.812865,2.8496945,#662506,Boston,Suffolk,Hyde Park
250173612002,1.5868323,3.0068488,#fdb462,,,
330151072004,-3.1609495,11.476387,#a6cee3,,,
250173511005,3.1493828,-3.126852,#fdb462,Somerville,Middlesex,
250235241021,14.428985,9.480765,#ef3b2c,Brockton,Plymouth,
330150540001,-4.6612816,11.029006,#a6cee3,,,
250173538002,4.173117,-2.8163197,#fdb462,Cambridge,Middlesex,
250173574003,5.0889554,-0.82623243,#fdb462,Watertown,Middlesex,
250235091023,12.902496,10.465659,#ef3b2c,,,
250251401061,10.033423,2.3011873,#662506,Boston,Suffolk,Hyde Park
250251707011,-2.5467403,-5.994701,#662506,Boston,Suffolk,East Boston
250173681013,4.733388,0.3323599,#fdb462,Waltham,Middlesex,
250214161011,11.404935,2.8406684,#7fc97f,Quincy,Norfolk,
250251001007,11.790897,1.9980096,#662506,Boston,Suffolk,Dorchester
250250703002,12.159486,-0.8426592,#662506,Boston,Suffolk,South End
250173738002,6.9353085,0.96093684,#fdb462,Newton,Middlesex,
250173155002,-2.0665827,0.91072816,#fdb462,,,
250092521011,-7.275309,9.366937,#386cb0,Lawrence,Essex,
250250812002,10.510748,1.1262063,#662506,Boston,Suffolk,Jamaica Plain
250092067001,-4.8408575,-3.175059,#386cb0,Lynn,Essex,
250251009002,11.71651,2.6421163,#662506,Boston,Suffolk,Mattapan
250235021011,13.043216,8.867482,#ef3b2c,,,
250250915001,12.70857,1.1328657,#662506,Boston,Suffolk,Dorchester
250235401013,14.317899,11.019995,#ef3b2c,,,
250251104011,10.142118,2.3131993,#662506,Boston,Suffolk,Roslindale
330150650081,-3.4903111,10.1632395,#a6cee3,,,
250251101031,10.449259,1.8296163,#662506,Boston,Suffolk,Jamaica Plain
250214212003,14.486518,7.8717594,#7fc97f,Weymouth,Norfolk,
250250001004,7.768812,-1.2484837,#662506,Boston,Suffolk,Brighton
250173747001,6.3517184,1.0456527,#fdb462,Newton,Middlesex,
330170844003,-4.150119,12.760001,#fb9a99,,,
330150560002,-4.724907,11.562173,#a6cee3,,,
250235071034,12.875765,10.376793,#ef3b2c,,,
250173839014,4.890171,3.934683,#fdb462,Framingham,Middlesex,
250092506002,-7.386093,9.376565,#386cb0,Lawrence,Essex,
250173103005,-1.9846028,2.7818725,#fdb462,Lowell,Middlesex,
250251001005,11.605639,1.8335148,#662506,Boston,Suffolk,Mattapan
250173311011,-2.220357,0.5909707,#fdb462,,,
250235001041,12.131097,7.804167,#ef3b2c,,,
250173526002,3.7949798,-3.4044204,#fdb462,Cambridge,Middlesex,
250092661003,-3.8698564,9.389537,#386cb0,Amesbury,Essex,
250251004004,11.707887,2.3348355,#662506,Boston,Suffolk,Dorchester
250173538004,4.169818,-2.825126,#fdb462,Cambridge,Middlesex,
250214198003,12.7198,6.273728,#7fc97f,Randolph,Norfolk,
250173417003,-1.3110949,-4.1397457,#fdb462,Malden,Middlesex,
250173102003,-1.8469272,2.6797388,#fdb462,Lowell,Middlesex,
250250902002,12.031048,1.3333687,#662506,Boston,Suffolk,Dorchester
250173511002,3.1928453,-3.2698064,#fdb462,Somerville,Middlesex,
250250507002,-2.458003,-6.75188,#662506,Boston,Suffolk,East Boston
250092041011,-6.22108,-2.1518638,#386cb0,Salem,Essex,
250092526031,-6.7145786,9.481962,#386cb0,Methuen,Essex,
250173508002,2.6705236,-2.8555815,#fdb462,Cambridge,Middlesex,
250250919003,12.1957245,1.5334371,#662506,Boston,Suffolk,Dorchester
250092058001,-4.4509087,-3.0682578,#386cb0,Lynn,Essex,
250173505001,2.459046,-2.9226713,#fdb462,Somerville,Middlesex,
250173743002,6.495616,1.5524367,#fdb462,Newton,Middlesex,
250173415001,-0.9752983,-3.980583,#fdb462,Malden,Middlesex,
250250910011,12.935783,1.3401436,#662506,Boston,Suffolk,Dorchester
250173353013,-3.0219631,-1.3253877,#fdb462,,,
250173542003,4.486973,-1.7722791,#fdb462,Cambridge,Middlesex,
250173564002,0.6749874,-1.0773375,#fdb462,Medford,Middlesex,
250251001003,11.701272,1.8596644,#662506,Boston,Suffolk,Dorchester
250250819001,11.959097,0.751399,#662506,Boston,Suffolk,Roxbury
250173503001,2.6630566,-3.4928923,#fdb462,Somerville,Middlesex,
250250512003,-2.3559113,-6.8950744,#662506,Boston,Suffolk,East Boston
250173396004,2.0754595,-3.4197588,#fdb462,Medford,Middlesex,
250173501044,2.7290905,-3.8374634,#fdb462,Somerville,Middlesex,
250235107006,15.7485285,8.3903885,#ef3b2c,Brockton,Plymouth,
250173512043,3.5694594,-2.9798648,#fdb462,Cambridge,Middlesex,
250173371023,-2.2696846,-1.0871936,#fdb462,Melrose,Middlesex,
250250812001,11.001616,1.0256385,#662506,Boston,Suffolk,Jamaica Plain
250250903002,11.982923,1.2217599,#662506,Boston,Suffolk,Dorchester
250250007043,8.404213,-0.94856864,#662506,Boston,Suffolk,Allston
250092664004,-3.9954574,9.533457,#386cb0,Amesbury,Essex,
250173504001,1.9069995,-3.2286472,#fdb462,Somerville,Middlesex,
250250918003,12.162166,1.5221272,#662506,Boston,Suffolk,Dorchester
250173577004,5.1171417,-0.70378447,#fdb462,,,
250092064001,-4.812157,-3.217395,#386cb0,Lynn,Essex,
250173746001,5.804171,0.4447942,#fdb462,Newton,Middlesex,
250250817005,11.888754,0.6927508,#662506,Boston,Suffolk,Roxbury
250214177021,12.53874,5.162919,#7fc97f,Quincy,Norfolk,
250173352005,-2.9569225,-1.2487249,#fdb462,,,
250214225012,12.639692,7.225456,#7fc97f,Weymouth,Norfolk,
250092176002,-7.2607555,-0.3818437,#386cb0,Beverly,Essex,
250092069002,-4.791555,-3.088052,#386cb0,Lynn,Essex,
250173164006,-1.0222174,1.0962644,#fdb462,,,
250092021022,-5.526649,-2.8082657,#386cb0,Lynn,Essex,
250251007003,12.435952,2.8833554,#662506,Boston,Suffolk,Dorchester
250214163003,11.716723,2.9753046,#7fc97f,,,
250173536002,3.9209435,-2.4118876,#fdb462,Cambridge,Middlesex,
250235102003,15.126214,8.025005,#ef3b2c,Brockton,Plymouth,
250173362007,-2.3943853,-1.9332782,#fdb462,Melrose,Middlesex,
250173143012,-1.8767464,2.506846,#fdb462,,,
250250501011,-2.2822027,-6.8511,#662506,Boston,Suffolk,East Boston
250173400003,0.8824573,-3.5550551,#fdb462,Medford,Middlesex,
250173576002,5.1531663,-0.60904634,#fdb462,Watertown,Middlesex,
250092661005,-3.753909,9.401117,#386cb0,Amesbury,Essex,
250173511001,3.098446,-3.2924945,#fdb462,Somerville,Middlesex,
250251002003,11.622444,1.9116905,#662506,Boston,Suffolk,Mattapan
250173567016,0.7908355,-1.0164636,#fdb462,,,
250092610003,-5.4958267,9.217417,#386cb0,Haverhill,Essex,
250251011013,11.479372,2.17402,#662506,Boston,Suffolk,Mattapan
250235103002,15.174283,7.94234,#ef3b2c,Brockton,Plymouth,
250214010001,8.836537,0.0056683654,#7fc97f,,,
250250605011,13.636714,0.059789546,#662506,Boston,Suffolk,South Boston
250250818003,11.887124,0.7546047,#662506,Boston,Suffolk,Roxbury
250214211001,14.482731,8.02293,#7fc97f,,,
250173423001,-1.0623424,-5.1629615,#fdb462,Everett,Middlesex,
250173424002,-1.0135044,-5.060776,#fdb462,Everett,Middlesex,
250250818001,11.963206,0.9926486,#662506,Boston,Suffolk,Roxbury
250251007001,12.597426,2.7673655,#662506,Boston,Suffolk,Dorchester
250214225014,12.522191,7.3384933,#7fc97f,Weymouth,Norfolk,
250173540001,4.0433598,-2.2916827,#fdb462,Cambridge,Middlesex,
250214171002,12.486473,4.522568,#7fc97f,Quincy,Norfolk,
250250601011,13.637632,0.089977056,#662506,Boston,Suffolk,South Boston
250214164001,12.332744,3.9558096,#7fc97f,Quincy,Norfolk,Dorchester
250173521011,3.5210907,-3.7608469,#fdb462,Boston,Suffolk,Charlestown
250251601012,-1.4101233,-6.0969443,#662506,Chelsea,Suffolk,
250250913002,12.4534235,1.0955824,#662506,Boston,Suffolk,Dorchester
250250511014,-2.5467222,-6.3721066,#662506,Boston,Suffolk,East Boston
250251802003,-2.657459,-6.0944896,#662506,Winthrop,Suffolk,
250214180023,12.538244,5.2041,#7fc97f,Quincy,Norfolk,
250250701016,12.360034,-0.9868604,#662506,Boston,Suffolk,Chinatown
250250912001,13.117323,0.7059897,#662506,Boston,Suffolk,Dorchester
250250711013,11.75863,0.02722865,#662506,Boston,Suffolk,Roxbury
250092071003,-4.566055,-3.1925857,#386cb0,Lynn,Essex,
250250107012,11.303573,-1.0253869,#662506,Boston,Suffolk,Back Bay
250235202011,13.297613,8.332971,#ef3b2c,Weymouth,Norfolk,
250092107001,-5.896748,-1.6002349,#386cb0,Salem,Essex,
250173651002,-3.6936073,12.13759,#fdb462,,,
250251105012,9.641411,2.5130484,#662506,Boston,Suffolk,Roslindale
250214231001,12.241656,8.307737,#7fc97f,,,
250092604014,-5.258944,9.513021,#386cb0,Haverhill,Essex,
250092055001,-4.570793,-2.7366433,#386cb0,Lynn,Essex,
250092651021,-6.536188,0.08359213,#386cb0,,,
250214034002,6.6441107,2.4549415,#7fc97f,,,
250214401003,8.58313,5.541572,#7fc97f,,,
250251004002,11.943439,2.2969882,#662506,Boston,Suffolk,Mattapan
250092021024,-5.574139,-2.7747853,#386cb0,Lynn,Essex,
250173423002,-1.0871449,-5.1886716,#fdb462,Everett,Middlesex,
250173417001,-1.4201863,-3.9796035,#fdb462,Malden,Middlesex,
250173502005,2.7898839,-3.8587976,#fdb462,Somerville,Middlesex,
250235104002,15.325887,8.17838,#ef3b2c,Brockton,Plymouth,
250214164003,12.396148,4.4549975,#7fc97f,Quincy,Norfolk,
250250403001,3.5941565,-4.8561354,#662506,Boston,Suffolk,Charlestown
250092031007,-6.244036,-2.8042023,#386cb0,Salem,Essex,
330151003023,-6.2260466,10.209529,#a6cee3,Methuen,Essex,
250214225023,12.437341,7.1875534,#7fc97f,Weymouth,Norfolk,
250214081024,7.96799,5.223258,#7fc97f,,,
250173690001,4.8180842,0.24505113,#fdb462,Waltham,Middlesex,
250250005032,8.302254,-0.50952256,#662506,Boston,Suffolk,Brighton
250214179022,12.685673,5.1488085,#7fc97f,Quincy,Norfolk,
250251801011,-2.6414552,-6.079482,#662506,Winthrop,Suffolk,
250173342001,-2.7620544,-0.4530243,#fdb462,,,
250235114004,15.559964,8.426063,#ef3b2c,Brockton,Plymouth,
250173573002,5.3189955,-0.84402764,#fdb462,Watertown,Middlesex,
250173684005,5.151462,0.7698473,#fdb462,Waltham,Middlesex,
250092151023,-6.832817,-0.36831227,#386cb0,,,
250092505001,-7.705853,9.4383135,#386cb0,Lawrence,Essex,
250173545002,4.297302,-1.9562849,#fdb462,Cambridge,Middlesex,
330170841003,-4.0854206,12.727269,#fb9a99,,,
250251701001,-2.0137227,-5.618144,#662506,Revere,Suffolk,
250092515003,-7.4457808,8.9624405,#386cb0,Lawrence,Essex,
250173684004,5.115323,0.731566,#fdb462,Waltham,Middlesex,
250214035003,6.6355577,2.410594,#7fc97f,,,
250251106011,9.720559,2.1187224,#662506,Boston,Suffolk,West Roxbury
250250108022,11.280535,-1.1179916,#662506,Boston,Suffolk,Back Bay
250092684004,-3.367578,9.005018,#386cb0,Newburyport,Essex,
250173704001,5.830454,-0.57150656,#fdb462,Watertown,Middlesex,
250251006014,12.660909,2.0339031,#662506,Boston,Suffolk,Dorchester
250235302002,13.026684,10.868358,#ef3b2c,,,
330170850004,-4.2076297,12.224617,#fb9a99,,,
250092081021,-2.8300972,-3.5551243,#386cb0,Lynn,Essex,
250250201013,11.927656,-1.4683087,#662506,Boston,Suffolk,Beacon Hill
250173565004,0.3765672,-0.5926744,#fdb462,,,
250092511003,-7.538427,9.350759,#386cb0,Lawrence,Essex,
250250512002,-2.3660827,-6.9364376,#662506,Boston,Suffolk,East Boston
250250004021,8.029485,-0.6090655,#662506,Boston,Suffolk,Brighton
250173396003,1.6935583,-3.401659,#fdb462,Somerville,Middlesex,
250235105031,15.364807,7.894864,#ef3b2c,Brockton,Plymouth,
250214111002,9.022689,5.1144285,#7fc97f,,,
250251804001,-2.7592287,-6.1202974,#662506,Winthrop,Suffolk,
250173121002,-1.7061718,2.2587402,#fdb462,Lowell,Middlesex,
250173575001,5.1644382,-0.6186856,#fdb462,,,
250250708002,11.419791,-0.30574137,#662506,Boston,Suffolk,Roxbury
250250102031,10.939155,-0.89724797,#662506,Boston,Suffolk,Jamaica Plain
250250901004,11.924712,1.4325651,#662506,Boston,Suffolk,Dorchester
250251101034,9.964462,2.4233603,#662506,Boston,Suffolk,Roslindale
250173335021,-1.5343199,-0.51366156,#fdb462,Woburn,Middlesex,
250173527002,3.7357535,-3.2180405,#fdb462,Cambridge,Middlesex,
250173154031,-1.8863605,1.1179968,#fdb462,,,
250250104052,11.004151,-0.6339102,#662506,Boston,Suffolk,Fenway
250173631031,1.1949075,3.1215255,#fdb462,,,
250173701022,5.7138553,-0.42863262,#fdb462,Watertown,Middlesex,
250251105023,9.940991,2.4347067,#662506,Boston,Suffolk,Roslindale
250235202022,13.8903265,8.724779,#ef3b2c,Brockton,Plymouth,
250092058002,-4.518105,-3.1508536,#386cb0,Lynn,Essex,
250092105004,-4.7010713,-2.2364037,#386cb0,Peabody,Essex,
330150038012,-5.733689,11.006717,#a6cee3,,,
250250708001,11.499425,-0.44741625,#662506,Boston,Suffolk,Roxbury
250173572001,5.063954,-0.87000537,#fdb462,Cambridge,Middlesex,
250214223023,12.660546,7.2787304,#7fc97f,Weymouth,Norfolk,
250214042014,6.3401775,2.0987022,#7fc97f,Newton,Middlesex,
250092047024,-6.044542,-1.7755452,#386cb0,Salem,Essex,
250250821003,11.858034,1.260253,#662506,Boston,Suffolk,Roxbury
250250002012,7.842365,-0.99040234,#662506,Boston,Suffolk,Brighton
250251404007,10.570835,2.3686657,#662506,Boston,Suffolk,Hyde Park
250092525024,-6.7357755,9.408348,#386cb0,Methuen,Essex,
250251606025,-1.4074823,-6.0581083,#662506,Chelsea,Suffolk,
250214121002,9.368089,4.1908045,#7fc97f,,,
250214421011,8.410007,5.4369106,#7fc97f,Franklin,Norfolk,
250092682003,-3.440262,9.063692,#386cb0,Newburyport,Essex,
250173502001,3.0063686,-3.4320521,#fdb462,Somerville,Middlesex,
250173575002,5.186029,-0.7093763,#fdb462,,,
250092081014,-2.706617,-3.586183,#386cb0,,,
250092031005,-5.8652782,-2.833123,#386cb0,,,
250250906001,12.248565,0.9438964,#662506,Boston,Suffolk,Dorchester
250092611011,-5.533376,9.283924,#386cb0,Haverhill,Essex,
250092032002,-6.2895517,-2.9860122,#386cb0,,,
250092042005,-6.2178974,-1.9676973,#386cb0,Salem,Essex,
250235309013,13.103669,10.996354,#ef3b2c,,,
250173419022,-1.5811564,-4.287343,#fdb462,Revere,Suffolk,
330150675021,-4.036661,11.146892,#a6cee3,,,
250173216002,3.19947,4.568123,#fdb462,Marlborough,Middlesex,
250250919001,12.237705,1.4814745,#662506,Boston,Suffolk,Dorchester
250214564024,14.8014555,6.924979,#7fc97f,,,
250235021013,13.093307,8.743964,#ef3b2c,,,
250173611005,1.517248,2.97956,#fdb462,,,
250173834001,5.107052,4.1405964,#fdb462,Framingham,Middlesex,
250173641012,1.6819441,3.1921997,#fdb462,,,
250250002014,7.8565307,-1.0119781,#662506,Boston,Suffolk,Brighton
250250001003,7.896482,-1.1886854,#662506,Boston,Suffolk,Allston
250173563003,0.6241827,-0.9952163,#fdb462,,,
250173396002,1.557987,-3.4525247,#fdb462,Medford,Middlesex,
250173525002,3.9817686,-3.262493,#fdb462,Cambridge,Middlesex,
250173182001,-0.22036661,2.8883572,#fdb462,,,
250250604005,13.568746,0.19714329,#662506,Boston,Suffolk,South Boston
250173397004,2.056217,-3.490778,#fdb462,Somerville,Middlesex,
250173577002,5.2415886,-0.39034662,#fdb462,Watertown,Middlesex,
250173514032,2.8221624,-3.9202976,#fdb462,Somerville,Middlesex,
250235112005,14.722298,8.442534,#ef3b2c,Brockton,Plymouth,
330170811003,-3.4518592,12.390151,#fb9a99,,,
250173414002,-0.77598625,-4.0035605,#fdb462,Malden,Middlesex,
250173120001,-1.4933331,2.308224,#fdb462,Lowell,Middlesex,
250235116006,15.372781,8.582315,#ef3b2c,Brockton,Plymouth,
250214141004,8.884957,5.2623415,#7fc97f,,,
250092083003,-2.6881435,-3.5944138,#386cb0,,,
250173419011,-1.5656668,-4.4465394,#fdb462,Everett,Middlesex,
250235107003,15.687896,8.378509,#ef3b2c,Brockton,Plymouth,
250173143015,-2.0755558,2.8873894,#fdb462,Lowell,Middlesex,
250173541002,4.31912,-2.057233,#fdb462,Boston,Suffolk,Fenway
250214201001,14.476323,7.644181,#7fc97f,Randolph,Norfolk,
250251008004,12.310878,3.4782941,#662506,Boston,Suffolk,Dorchester
250251005002,12.302345,1.8494837,#662506,Boston,Suffolk,Dorchester
250250004013,8.120653,-0.9517127,#662506,Boston,Suffolk,Brighton
250250809001,10.474569,0.008497825,#662506,Boston,Suffolk,Mission Hill
250250604004,13.466193,0.19555172,#662506,Boston,Suffolk,South Boston
250250918001,12.524396,1.3396146,#662506,Boston,Suffolk,Dorchester
250235052002,12.381773,8.835133,#ef3b2c,,,
250173344001,-2.708872,-0.28277314,#fdb462,,,
250092101001,-5.9258146,-1.0165138,#386cb0,Peabody,Essex,
250251606022,-1.4486386,-5.7666554,#662506,Chelsea,Suffolk,
250173351005,-2.9053607,-1.1840785,#fdb462,,,
250250706001,11.737729,-0.63520485,#662506,Boston,Suffolk,South End
250173703007,5.6176877,-0.7174266,#fdb462,Watertown,Middlesex,
250092065001,-5.009603,-3.0298064,#386cb0,Lynn,Essex,
250214021013,9.61028,2.9830296,#7fc97f,Boston,Suffolk,West Roxbury
250251011024,11.284317,2.3993719,#662506,Boston,Suffolk,Mattapan
250235401011,14.389133,10.919649,#ef3b2c,,,
250214044004,5.9926825,2.915231,#7fc97f,,,
250214081011,7.9317865,5.138582,#7fc97f,,,
250214133001,9.360052,4.3322783,#7fc97f,,,
250214201004,14.4376335,7.6596975,#7fc97f,Randolph,Norfolk,
250250601014,13.4755945,0.22539869,#662506,Boston,Suffolk,South Boston
250250607001,13.343487,0.45248124,#662506,Boston,Suffolk,South Boston
250214005002,8.756013,-0.40732628,#7fc97f,,,
250250702002,12.399494,-0.845234,#662506,Boston,Suffolk,Chinatown
250092081011,-2.4829657,-3.7086442,#386cb0,,,
250092605001,-5.4324355,9.31042,#386cb0,Haverhill,Essex,
250173739003,6.8721137,0.97923595,#fdb462,Newton,Middlesex,
250173704005,5.6982474,-0.4290264,#fdb462,Watertown,Middlesex,
250173686001,5.352632,0.5467662,#fdb462,Waltham,Middlesex,
250250301001,12.205437,-2.2193289,#662506,Boston,Suffolk,North End
330150697003,-3.0120127,11.589265,#a6cee3,,,
250173400001,0.57153636,-3.6324306,#fdb462,Medford,Middlesex,
250214104002,8.853362,5.35359,#7fc97f,,,
250173103004,-1.7733887,2.5573251,#fdb462,Lowell,Middlesex,
250092691003,-3.4520037,9.055962,#386cb0,Newburyport,Essex,
250092516002,-7.4384804,9.017575,#386cb0,Lawrence,Essex,
250092507003,-7.5389256,9.345135,#386cb0,Lawrence,Essex,
250251404002,11.387376,2.5225742,#662506,Boston,Suffolk,Hyde Park
250235106002,15.631592,8.466249,#ef3b2c,Brockton,Plymouth,
250173839013,4.7918696,3.9675148,#fdb462,Framingham,Middlesex,
250214196001,12.680159,6.4001884,#7fc97f,Braintree,Norfolk,
250092506003,-7.450278,9.36516,#386cb0,Lawrence,Essex,
250173504002,1.9782718,-3.29007,#fdb462,Somerville,Middlesex,
250214196003,12.679221,7.222728,#7fc97f,Braintree,Norfolk,
250250512001,-2.3104355,-6.8120522,#662506,Boston,Suffolk,East Boston
250092504001,-7.6588526,9.404514,#386cb0,Lawrence,Essex,
250235110001,14.912812,8.203183,#ef3b2c,Brockton,Plymouth,
250250914002,12.195729,1.0625684,#662506,Boston,Suffolk,Dorchester
250092211003,-7.7843122,0.083690904,#386cb0,Gloucester,Essex,
250251701003,-1.9701022,-5.5951886,#662506,Chelsea,Suffolk,
250173851002,5.634467,4.392863,#fdb462,Framingham,Middlesex,
250173567015,0.83322793,-1.025314,#fdb462,,,
250092531005,-6.8373437,8.405027,#386cb0,Lawrence,Essex,
250214176021,12.598865,4.758196,#7fc97f,Quincy,Norfolk,
250214176022,12.617748,4.6928134,#7fc97f,Quincy,Norfolk,
250092022006,-5.7707024,-2.6971605,#386cb0,,,
330151031001,-5.2102857,10.009647,#a6cee3,Haverhill,Essex,
250250305003,12.247465,-2.3311331,#662506,Boston,Suffolk,North End
250250920003,12.262095,1.7058657,#662506,Boston,Suffolk,Dorchester
250214412031,8.674193,5.4071407,#7fc97f,,,
250250922003,12.260494,1.7942313,#662506,Boston,Suffolk,Dorchester
250092691001,-3.4112287,9.051269,#386cb0,Newburyport,Essex,
250235091024,12.897076,10.411614,#ef3b2c,,,
250173397003,1.4144295,-3.5162888,#fdb462,Medford,Middlesex,
250235303003,12.890629,11.000471,#ef3b2c,,,
250092053002,-4.7954025,-2.4830098,#386cb0,Lynn,Essex,
250173585003,-0.35361555,-0.08163758,#fdb462,Woburn,Middlesex,
250235104004,15.336429,8.008654,#ef3b2c,Brockton,Plymouth,
250214177023,12.487259,5.114096,#7fc97f,Quincy,Norfolk,
250173163006,-1.0444703,1.0175561,#fdb462,,,
250250509013,-2.2868528,-6.791992,#662506,Boston,Suffolk,East Boston
250173686005,5.376425,0.577263,#fdb462,Waltham,Middlesex,
250173571004,4.9843435,-0.7448,#fdb462,,,
250235001043,12.131195,7.875748,#ef3b2c,,,
250251804002,-2.6580493,-6.100193,#662506,Winthrop,Suffolk,
250173510005,3.038795,-3.0565622,#fdb462,Somerville,Middlesex,
250173512031,3.7195911,-2.9161663,#fdb462,Cambridge,Middlesex,
250173527003,3.9851334,-3.0884378,#fdb462,Cambridge,Middlesex,
250214113011,9.109133,4.6192145,#7fc97f,,,
250214201005,14.375491,7.660002,#7fc97f,Randolph,Norfolk,
250214151021,14.390681,6.561379,#7fc97f,,,
250251704001,-2.1637628,-5.518287,#662506,Revere,Suffolk,
250235108006,15.501395,8.295019,#ef3b2c,Brockton,Plymouth,
250251707022,-2.272158,-5.7407403,#662506,Revere,Suffolk,
250235251011,14.334635,9.835917,#ef3b2c,Bridgewater,Plymouth,
250173548002,3.2119637,-2.484984,#fdb462,Cambridge,Middlesex,
250173826021,5.365564,3.6214216,#fdb462,Framingham,Middlesex,
250092515004,-7.4012575,9.023414,#386cb0,Lawrence,Essex,
250173602004,1.5660603,3.0535285,#fdb462,,,
250092067003,-4.87219,-3.175486,#386cb0,Lynn,Essex,
330151001001,-6.035961,10.330899,#a6cee3,,,
250173824001,5.5272646,3.5038598,#fdb462,,,
250251803013,-2.712752,-6.06554,#662506,Winthrop,Suffolk,
250251402022,10.89627,2.875984,#662506,Boston,Suffolk,Hyde Park
250251304043,9.53235,2.5109024,#662506,Boston,Suffolk,West Roxbury
250259812011,13.585252,0.19455354,#662506,Boston,Suffolk,Dorchester
250214024003,9.767012,3.1794825,#7fc97f,,,
250250922004,12.241327,1.6827159,#662506,Boston,Suffolk,Dorchester
250250708003,11.370811,-0.7662919,#662506,Boston,Suffolk,South End
250251008003,12.387093,2.2236261,#662506,Boston,Suffolk,Dorchester
250173399004,0.7922269,-3.576149,#fdb462,Medford,Middlesex,
250092233002,-6.924374,0.055110253,#386cb0,,,
250251003004,11.774016,2.1121464,#662506,Boston,Suffolk,Dorchester
250251304025,9.519486,2.652833,#662506,Boston,Suffolk,West Roxbury
250173545001,3.8771555,-2.3277698,#fdb462,Cambridge,Middlesex,
250235011021,12.191998,7.7379136,#ef3b2c,,,
250250814001,11.75477,0.73864514,#662506,Boston,Suffolk,Roxbury
250235114003,15.479168,8.19962,#ef3b2c,Brockton,Plymouth,
330170830016,-3.7510574,12.499191,#fb9a99,,,
250250610001,13.720511,0.014552817,#662506,Boston,Suffolk,South Boston
250235421021,14.279684,11.01148,#ef3b2c,,,
250092651014,-6.519588,0.2886766,#386cb0,,,
250250706002,11.560725,-0.70589304,#662506,Boston,Suffolk,South End
250214181022,12.416777,4.7604966,#7fc97f,Quincy,Norfolk,
250250912002,12.417467,1.1769087,#662506,Boston,Suffolk,Dorchester
250250901003,11.792851,1.4432005,#662506,Boston,Suffolk,Dorchester
250251206001,10.422274,1.1619064,#662506,Boston,Suffolk,Jamaica Plain
330151041022,-5.13511,10.229365,#a6cee3,,,
250173117002,-0.9520436,2.4212217,#fdb462,Lowell,Middlesex,
330170830011,-3.5744996,12.4514065,#fb9a99,,,
330170830013,-3.5962389,12.286042,#fb9a99,,,
250250923001,12.237626,1.6671975,#662506,Boston,Suffolk,Dorchester
250250005023,8.251646,-0.5858984,#662506,Boston,Suffolk,Brighton
250251009005,11.65261,2.4103343,#662506,Boston,Suffolk,Mattapan
250251705022,-2.3242545,-5.634151,#662506,Revere,Suffolk,
250214181021,12.447077,4.644075,#7fc97f,Quincy,Norfolk,
250214179015,12.552817,5.061937,#7fc97f,Quincy,Norfolk,
250235107005,15.626841,8.244123,#ef3b2c,Brockton,Plymouth,
250173418006,-1.031605,-4.1429567,#fdb462,Malden,Middlesex,
250173514031,2.8095236,-4.004097,#fdb462,Boston,Suffolk,Charlestown
250173509001,2.8158588,-2.866817,#fdb462,Somerville,Middlesex,
250250916001,12.635033,1.129369,#662506,Boston,Suffolk,Dorchester
250251303005,9.420262,2.4698253,#662506,Boston,Suffolk,West Roxbury
250092081012,-2.6012542,-3.670205,#386cb0,Revere,Suffolk,
250173504003,2.7574186,-2.8185642,#fdb462,Somerville,Middlesex,
250251106071,9.708922,2.2276182,#662506,Boston,Suffolk,Roslindale
250251201041,10.289044,1.5658053,#662506,Boston,Suffolk,Jamaica Plain
